,Train RMSE,Validation RMSE
0,106.5172660152352,105.68310380616141
1,102.26209746368255,100.32536743548407
2,100.61773245684579,98.22473812931462
3,100.09832404771372,97.28240575404247
4,99.51737771534,97.42167167174526
5,99.32864995510596,96.75951377921173
6,96.62209545335041,93.8778214416215
7,96.11477672776681,93.13607805900413
8,96.16295965925211,93.35134482421685
9,94.68495983351312,92.26502569617642
10,96.49637522790515,94.87326603287374
11,95.48897628017937,93.37533138669055
12,94.5836171676378,92.29327577145565
13,94.98103228237065,92.55001630165238
14,94.325024992647,92.64839631538744
15,94.63607870538912,91.84930415048807
16,94.12890059550155,91.61847532292893
17,94.62796712061915,93.25448684603043
18,93.43703379951998,91.1975475028622
19,92.9473081528835,90.96102969729797
20,92.76049115549505,90.7662971566462
21,92.94876332674714,91.10684915227553
22,92.79793074617587,91.10681427087151
23,92.19654670263856,90.17037369502115
24,92.2224099734378,90.55791010377838
25,92.96448344538194,91.4630838493532
26,92.47554635224596,90.82892023862084
27,91.46648173910228,90.24201864764515
28,91.57908135452847,90.87784302052611
29,91.78771850442475,91.10401120327948
30,91.6537713732318,89.75445928933863
31,91.294842623016,89.98197123185729
32,91.51090881343795,90.30254400186753
33,90.80338489454842,90.62561848889983
34,91.56470320851972,91.92804165040192
35,91.19832502480033,90.9147919235925
36,90.55151221290322,90.39092637725508
37,91.11045764310849,90.46193280692246
38,90.34696036590785,90.6479223091251
39,90.3688070104067,90.38471847948378
40,90.0996758136668,90.38351093191554
41,91.17418253433202,91.17467747584789
42,90.15803930162384,91.65605264772533
43,90.47022413997517,92.3981329728957
44,90.9144125111822,92.06001930647666
45,89.38458898642094,90.77853800828811
46,90.00337369374991,92.0917154804219
47,89.99009697863971,92.47230182509483
48,89.13998838387812,91.19535078172368
49,89.9238549696258,92.25318641183861
50,89.64103072541421,92.07714679740248
51,89.3574115283007,91.33669886509452
52,88.03676197293233,92.74083781235828
53,88.65118622872525,92.56792660771787
54,88.65043207295143,93.27093712781881
55,87.26487301679317,91.57882758771072
56,87.46702722256953,92.08946053369382
57,87.34431243424156,91.07371878085273
58,87.7789529813835,92.75660840781133
59,87.38701695567562,93.70201647943912
60,86.65187156664467,92.1001505173934
61,87.27736976766556,93.43620955553551
62,86.10575513201643,91.85701621621054
63,85.67021955004884,93.88041863125571
64,86.00323869206747,93.51020718229441
65,86.44404095647455,92.51410201532751
66,84.95296106089145,92.79682542895604
67,85.6167647153455,92.65430226884288
68,85.67339008609254,95.80003946649228
69,85.08111503614417,94.55973332306151
70,83.43841158861494,93.01988483678021
71,86.53962905982942,94.49146606234957
72,84.01084962579549,94.66547800651712
73,84.28241409364188,94.96506436081116
74,86.75206541115016,95.79746612393397
75,82.49092586205175,93.49945848124166
76,82.20757293010247,93.92617024975222
77,82.89054500205764,95.2591913877363
78,82.07455884416466,94.6106351560279
79,81.88972485589277,93.91433189496009
80,81.5456190408985,93.96855627280573
81,83.05995939222896,95.58102830387104
82,82.06073069586279,95.73081298414327
83,81.9384526585903,95.90129982182606
84,81.02199882669771,95.44574635987769
85,82.8300523433984,96.82164038453145
86,80.10489945386568,95.84363955555916
87,80.16730039487673,95.69085191175051
88,80.89419792376225,96.46503499407946
89,79.4553286274888,95.80667349048204
90,80.15994574446613,97.14577403220339
91,81.12738475672994,97.89952855848158
92,80.24320900340955,96.8991242655207
93,78.5507395179328,96.36116625195044
94,78.01583520303386,96.17973586474459
95,77.86298400444018,96.6159744880704
96,78.09969036821344,97.44258482716464
97,77.34102492571557,97.62120129268963
98,77.48410532699114,97.56174710414207
99,77.40129030480377,97.9113044965288
100,77.61930791810181,97.10367724658154
101,76.98237061580102,97.91052535351336
102,76.27896111915523,97.59768860303551
103,76.45454742217547,98.24222841931537
104,76.13781329345493,98.18332759466432
105,76.71237737355247,98.24954756394827
106,75.73459201160789,97.92145232268682
107,75.68896688911448,98.0878627657015
108,78.1606524772792,99.04170022977476
109,74.68472710845235,99.12616123990816
110,74.95616701345821,98.59304528144878
111,74.69808587200042,98.80069966492879
112,74.51930449378116,98.828046205834
113,75.12479548781194,99.33587962084691
114,74.1495409713859,98.79335579572964
115,74.30553158743736,98.76251228050798
116,73.5588295990232,99.6264602113847
117,74.0125213639975,101.12077454815365
118,73.12210854362209,99.50174648348825
119,73.18021852452506,100.12313057116715
120,74.22451254522433,99.70079759796204
121,72.39744479230991,99.34427594736158
122,72.81583071300925,100.24425359692749
123,72.33118452779503,100.1648364815344
124,74.49621280620462,100.1621235664002
125,71.8435272443235,100.72639680166812
126,72.62246796085064,102.3043395866903
127,72.04357768862941,100.81470880470842
128,72.94515667195041,102.40192144146732
129,71.97841439508751,101.75597184530301
130,70.75411609486206,101.20421561948453
131,70.34798659548511,101.79119356875304
132,71.18184196298284,101.36041748782173
133,70.44125151075896,101.72027591012065
134,70.6428383874618,101.71668891008885
135,70.0237633968983,102.52872050042417
136,69.92194458720274,101.93026165121981
137,70.35615763106694,102.6561559989969
138,70.34122567048632,102.44482221773131
139,70.37683910633265,102.86526059207296
140,69.28611662272341,102.03509146503082
141,69.31728812333468,103.73720522841083
142,69.73331263218455,104.6423217994219
143,69.12055289403052,102.81295943850417
144,69.046982028623,103.11825618594035
145,69.7153740856963,104.51057462248987
146,68.97750840053806,103.29369850392082
147,68.93503873672243,103.61413392861581
148,68.44780180574259,102.93502283742728
149,68.21411459571455,104.57704781270724
150,68.08611827755058,104.35684563631592
151,67.48004833820505,103.32446879403803
152,68.62189043173501,104.34494893363689
153,67.8230265389256,104.38198205137931
154,67.39046145789676,104.14271774592495
155,68.10667425092714,103.87048795361419
156,67.59048629646995,104.62009570181345
157,67.47946231473196,104.63083139971911
158,68.61632245902662,104.41205938937593
159,67.24843484328875,104.61183826398401
160,67.52983644421744,105.48167775875359
161,67.58193857260763,105.46699618320471
162,68.276692792962,106.14365974229817
163,66.9180635668831,105.29821407461303
164,65.92588018944842,104.23123975222727
165,66.43986187214462,104.915731811902
166,66.24412220379809,103.68853429488492
167,67.18862461081993,104.2432586483992
168,66.69434900832177,104.80651915186759
169,67.1988296515601,106.05768813445161
170,65.95511059853322,105.41274310669557
171,66.2831421814505,103.34440125131385
172,65.30289227856653,104.08948608478424
173,65.81058146613016,104.7098370325261
174,65.7768307192888,104.70130364187986
175,65.84328116909727,103.95389139949087
176,65.39362599406624,105.75091602324771
177,65.35776852699207,105.57108398765234
178,65.9315854166935,104.46081370884619
179,65.23964490157903,105.04567840112685
180,64.63735436728054,105.32023571234815
181,64.56376422581532,105.03317393886067
182,65.05756071101476,104.49069586228983
183,65.59242661279423,106.12454406548878
184,64.65833799255641,105.4821499758758
185,65.27546439555915,104.12616298849856
186,65.72529555193394,106.35206483852912
187,65.85510700106839,105.02240716802712
188,66.95446884820052,104.75370729943248
189,64.64998088108139,106.15467455256129
190,63.59913750006909,105.26785854333116
191,63.789463458948546,105.87085867729729
192,65.5457492327632,105.06176820179455
193,66.08374514928798,105.6124757953934
194,64.22185864406255,105.93307262074025
195,64.69726609414153,107.15642582314493
196,63.24644211443752,105.54478147179927
197,63.65311870137213,106.68534450801909
198,63.444898346966674,105.95247840034673
199,63.25269145693971,106.16908442792153
200,63.51915239768656,106.55325839933309
201,64.44644914523849,108.09985401602886
202,63.62147037257924,106.1621728762949
203,64.17980444221874,106.64143321053272
204,63.012847384994494,106.50563945391686
205,63.561583629565774,105.08564906864383
206,67.43381151066812,106.65570292640128
207,63.122391539582146,107.50469780425482
208,62.85112807458104,105.79506004333393
209,65.0226443667085,108.38930506699852
210,62.815653054958354,105.94220957305411
211,63.39194527330188,107.62543676918258
212,62.982587022833236,106.06085532123781
213,63.257581107434305,105.92216246869651
214,62.424243925985685,106.70367543730993
215,62.05043450418443,106.34146340321806
216,62.674817354143386,106.7476851458168
217,62.57135741937767,107.9993025809868
218,65.21955642706251,108.06689018061209
219,62.39853194212338,106.66326916539516
220,62.36039646200801,106.16524305236399
221,61.899478813267315,105.93804183453857
222,62.9503530040409,106.70042833511484
223,62.29889807457174,108.3317831961477
224,62.469617972343606,106.43454500148825
225,62.586485375417084,107.1834356727637
226,61.96052144922222,106.30793569384362
227,61.6416704972955,107.02481649545763
228,62.56141714669548,106.06138640432137
229,62.14235568806105,106.29883165444049
230,62.61735946037797,107.39255833144833
231,63.248101749865775,107.33995099952374
232,61.053740536905515,105.93400097082272
233,61.98322929206428,108.17359876614253
234,61.50200013918903,106.68929444943053
235,61.180927431852,107.41735201657306
236,61.13393388377208,107.2921345925359
237,60.93714079271415,106.70924019083057
238,61.39849143078611,106.72409440183701
239,60.98311519900974,107.42549881700748
240,61.14156683176053,106.58529954370874
241,61.956503239549846,106.72181291041785
242,61.71915414216837,107.10937419468094
243,60.78157824830721,107.62817293596908
244,60.823274173397785,108.074355183554
245,60.59078204144541,107.52589664893364
246,61.566712508825304,107.25483907852939
247,61.25084550219587,106.39665151786954
248,60.39549805611534,106.81050385805469
249,60.87657349497408,107.88759075238863
